POST,Status Code,Response Size,city_id,change_latitude,current_latitude,type,newSearch,listType,response_time,datetime
/test/v2/find_email_friends,200,254,,,,,,,110.614 ms,12/Jul/2021:10:54:17 +0000
/test/v1/search_user,200,10366,427,25.0858429,25.0858429,,,,57.962 ms,12/Jul/2021:10:54:17 +0000
/test/v1/privacy,200,14322,,,,,,,2.754 ms,12/Jul/2021:10:55:08 +0000
/test/v2/find_email_friends,200,254,,,,,,,117.235 ms,12/Jul/2021:10:55:12 +0000
/test/v1/search_user,200,10366,427,25.0858429,25.0858429,,,,57.928 ms,12/Jul/2021:10:55:12 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.299 ms,12/Jul/2021:10:55:25 +0000
/test/v1/save_device_token,200,82,,,,,,,6.294 ms,12/Jul/2021:10:58:08 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.553 ms,12/Jul/2021:10:58:08 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,16.559 ms,12/Jul/2021:10:58:12 +0000
/test/v1/citySelect,200,13131,427,25.2048493,25.2048493,City,0.0,search,23.414 ms,12/Jul/2021:10:58:12 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,8.834 ms,12/Jul/2021:11:03:04 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.125 ms,12/Jul/2021:11:04:53 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,15.934 ms,12/Jul/2021:11:04:58 +0000
/test/v1/citySelect,200,13131,427,25.2048493,25.2048493,City,0.0,search,8.967 ms,12/Jul/2021:11:04:58 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,6.831 ms,12/Jul/2021:11:05:42 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.791 ms,12/Jul/2021:11:05:50 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,18.996 ms,12/Jul/2021:11:08:58 +0000
/test/v1/citySelect,200,12820,466,19.1180825,19.1180825,,,,18.555 ms,12/Jul/2021:11:09:23 +0000
/test/v1/citySelect,200,13131,466,19.1180825,19.1180825,City,1.0,search,6.651 ms,12/Jul/2021:11:10:10 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.714 ms,12/Jul/2021:11:21:42 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,8.940 ms,12/Jul/2021:11:38:03 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.629 ms,12/Jul/2021:11:38:50 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,7.634 ms,12/Jul/2021:11:39:03 +0000
/test/v2/find_email_friends,200,57,,,,,,,70.576 ms,12/Jul/2021:11:39:39 +0000
/test/v1/search_user,200,10478,427,25.2048493,25.2048493,,,,55.264 ms,12/Jul/2021:11:39:40 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.537 ms,12/Jul/2021:11:47:02 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,7.042 ms,12/Jul/2021:11:58:50 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.256 ms,12/Jul/2021:11:59:46 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.838 ms,12/Jul/2021:12:00:23 +0000
/test/v1/citySelect,200,12812,427,25.0862768,25.0862768,,,,7.284 ms,12/Jul/2021:12:00:24 +0000
/test/v1/citySelect,200,13131,427,25.0862768,25.0862768,City,0.0,search,8.033 ms,12/Jul/2021:12:00:24 +0000
/test/v1/citySelect,200,13131,427,25.0862768,25.0862768,City,0.0,search,8.323 ms,12/Jul/2021:12:00:25 +0000
/test/v1/citySelect,200,12812,427,25.0862768,25.0862768,,,,7.162 ms,12/Jul/2021:12:00:25 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.490 ms,12/Jul/2021:12:09:25 +0000
/test/v1/citySelect,200,13131,33134,29.9369004,29.9369004,,,,6.197 ms,12/Jul/2021:12:09:30 +0000
/test/v1/citySelect,200,13131,33134,29.9369004,29.9369004,City,1.0,search,5.530 ms,12/Jul/2021:12:09:31 +0000
/test/v1/citySelect,200,13131,,29.9369004,29.9369004,,,,6.479 ms,12/Jul/2021:12:09:40 +0000
/test/v1/citySelect,200,13131,424,51.5073509,51.5073509,City,1.0,search,6.756 ms,12/Jul/2021:12:09:42 +0000
/test/v1/citySelect,200,12440,424,51.5073509,51.5073509,,,,7.609 ms,12/Jul/2021:12:09:42 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,5.596 ms,12/Jul/2021:12:10:29 +0000
/test/v1/citySelect,200,13131,33134,29.9367514,29.9367514,City,1.0,search,6.719 ms,12/Jul/2021:12:10:30 +0000
/test/v1/citySelect,200,13131,33134,29.9367514,29.9367514,,,,7.610 ms,12/Jul/2021:12:10:30 +0000
/test/v1/citySelect,200,13131,33134,29.9367514,29.9367514,,,,7.434 ms,12/Jul/2021:12:10:30 +0000
/test/v1/citySelect,200,13131,33134,29.9367514,29.9367514,City,1.0,search,8.629 ms,12/Jul/2021:12:10:30 +0000
/test/v1/citySelect,200,13131,33134,29.9369004,29.9369004,City,1.0,search,6.318 ms,12/Jul/2021:12:10:30 +0000
/test/v1/citySelect,200,13131,33134,29.9369004,29.9369004,,,,26.417 ms,12/Jul/2021:12:10:30 +0000
/test/v1/citySelect,200,12440,424,51.5073509,51.5073509,,,,11.579 ms,12/Jul/2021:12:10:33 +0000
/test/v1/citySelect,200,13131,424,51.5073509,51.5073509,City,1.0,search,12.520 ms,12/Jul/2021:12:10:33 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,City,1.0,search,8.416 ms,12/Jul/2021:12:11:02 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,,,,9.110 ms,12/Jul/2021:12:11:02 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,City,1.0,search,6.925 ms,12/Jul/2021:12:11:03 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,,,,8.534 ms,12/Jul/2021:12:11:03 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,,,,8.930 ms,12/Jul/2021:12:11:03 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,City,1.0,search,11.917 ms,12/Jul/2021:12:11:03 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,City,1.0,search,6.549 ms,12/Jul/2021:12:11:04 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,,,,8.075 ms,12/Jul/2021:12:11:04 +0000
/test/v1/citySelect,200,13131,424,51.5073509,51.5073509,City,1.0,search,8.042 ms,12/Jul/2021:12:11:15 +0000
/test/v1/citySelect,200,12440,424,51.5073509,51.5073509,,,,12.317 ms,12/Jul/2021:12:11:15 +0000
/test/v1/citySelect,200,13131,435,40.7127837,40.7127837,City,1.0,search,9.360 ms,12/Jul/2021:12:11:25 +0000
/test/v1/citySelect,200,12812,435,40.7127837,40.7127837,,,,10.474 ms,12/Jul/2021:12:11:25 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.371 ms,12/Jul/2021:12:15:13 +0000
/test/v1/citySelect,200,13131,427,25.2048493,25.2048493,City,0.0,search,6.379 ms,12/Jul/2021:12:15:13 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,8.699 ms,12/Jul/2021:12:15:13 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,10.622 ms,12/Jul/2021:12:15:16 +0000
/test/v1/citySelect,200,13131,,19.1180825,19.1180825,,,,5.443 ms,12/Jul/2021:12:15:31 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,8.900 ms,12/Jul/2021:12:15:33 +0000
/test/v1/citySelect,200,73,427,25.2048493,25.2048493,City,1.0,search,317.932 ms,12/Jul/2021:12:15:34 +0000
/test/v1/citySelect,200,2805,,25.2048493,25.2048493,,,,196.334 ms,12/Jul/2021:12:15:38 +0000
/test/v1/citySelect,200,2101,,25.2048493,25.2048493,,,,182.804 ms,12/Jul/2021:12:15:39 +0000
/test/v1/citySelect,200,764,,25.2048493,25.2048493,,,,135.023 ms,12/Jul/2021:12:15:39 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,7.487 ms,12/Jul/2021:12:15:40 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,City,0.0,search,10.246 ms,12/Jul/2021:12:15:40 +0000
/test/v1/citySelect,200,3849,,25.2048493,25.2048493,,,,181.919 ms,12/Jul/2021:12:15:43 +0000
/test/v1/citySelect,200,2469,,25.2048493,25.2048493,,,,186.541 ms,12/Jul/2021:12:15:44 +0000
/test/v1/citySelect,200,2124,,25.2048493,25.2048493,,,,186.612 ms,12/Jul/2021:12:15:44 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,9.566 ms,12/Jul/2021:12:15:48 +0000
/test/v1/citySelect,200,764,,25.2048493,25.2048493,,,,125.585 ms,12/Jul/2021:12:15:52 +0000
/test/v1/citySelect,200,73,33134,29.9429587,29.9429587,City,1.0,search,257.734 ms,12/Jul/2021:12:15:54 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,5.418 ms,12/Jul/2021:12:15:55 +0000
/test/v1/citySelect,200,764,,25.2048493,25.2048493,,,,171.006 ms,12/Jul/2021:12:16:01 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,5.091 ms,12/Jul/2021:12:16:01 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,5.518 ms,12/Jul/2021:12:16:05 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,5.968 ms,12/Jul/2021:12:16:13 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,8.490 ms,12/Jul/2021:12:16:16 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.861 ms,12/Jul/2021:12:16:48 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.229 ms,12/Jul/2021:12:16:57 +0000
/test/v1/citySelect,200,13131,33134,29.9367695,29.9367695,,,,5.856 ms,12/Jul/2021:12:16:57 +0000
/test/v1/citySelect,200,13131,33134,29.9367695,29.9367695,City,1.0,search,6.297 ms,12/Jul/2021:12:16:57 +0000
/test/v1/citySelect,200,13131,33134,29.9367695,29.9367695,City,1.0,search,5.576 ms,12/Jul/2021:12:16:57 +0000
/test/v1/citySelect,200,13131,33134,29.9367695,29.9367695,,,,5.240 ms,12/Jul/2021:12:16:58 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,City,1.0,search,8.317 ms,12/Jul/2021:12:16:59 +0000
/test/v1/citySelect,200,13131,33134,29.9367343,29.9367343,,,,10.779 ms,12/Jul/2021:12:16:59 +0000
/test/v1/citySelect,200,12440,424,51.5073509,51.5073509,,,,7.017 ms,12/Jul/2021:12:17:43 +0000
/test/v1/citySelect,200,13131,424,51.5073509,51.5073509,City,1.0,search,5.459 ms,12/Jul/2021:12:17:43 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,5.790 ms,12/Jul/2021:12:21:41 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,7.747 ms,12/Jul/2021:12:21:47 +0000
/test/v1/citySelect,200,13131,427,25.2048493,25.2048493,City,0.0,search,6.255 ms,12/Jul/2021:12:21:48 +0000
/test/v1/citySelect,200,2101,,25.2048493,25.2048493,,,,182.978 ms,12/Jul/2021:12:21:54 +0000
/test/v1/citySelect,200,2469,,25.2048493,25.2048493,,,,147.579 ms,12/Jul/2021:12:21:55 +0000
/test/v1/citySelect,200,764,,25.2048493,25.2048493,,,,165.127 ms,12/Jul/2021:12:21:55 +0000
/test/v1/citySelect,200,1752,,25.2048493,25.2048493,,,,2768.837 ms,12/Jul/2021:12:21:56 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,7.876 ms,12/Jul/2021:12:21:56 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,City,0.0,search,9.411 ms,12/Jul/2021:12:21:56 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,14.652 ms,12/Jul/2021:12:22:00 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,,,,6.794 ms,12/Jul/2021:12:22:07 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,6.071 ms,12/Jul/2021:12:22:49 +0000
/test/v1/citySelect,200,13131,427,25.2048493,25.2048493,City,0.0,search,13.278 ms,12/Jul/2021:12:22:49 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.581 ms,12/Jul/2021:12:24:44 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,7.492 ms,12/Jul/2021:12:27:05 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.470 ms,12/Jul/2021:12:29:25 +0000
/test/v1/citySelect,200,13131,33134,29.9429587,29.9429587,City,1.0,search,18.313 ms,12/Jul/2021:12:31:58 +0000
/test/v1/citySelect,200,12440,424,51.5073509,51.5073509,,,,8.233 ms,12/Jul/2021:12:32:04 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,8.709 ms,12/Jul/2021:13:20:20 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,33.199 ms,12/Jul/2021:13:26:42 +0000
/test/v1/privacy,200,14322,,,,,,,3.330 ms,12/Jul/2021:13:26:48 +0000
/test/v2/find_email_friends,200,254,,,,,,,73.122 ms,12/Jul/2021:13:26:51 +0000
/test/v1/search_user,200,10366,427,25.0863515,25.0863515,,,,63.714 ms,12/Jul/2021:13:26:51 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,8.492 ms,12/Jul/2021:13:33:57 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.659 ms,12/Jul/2021:13:57:02 +0000
/test/v1/citySelect,200,2132,424,51.5073509,51.5073509,City,1.0,search,265.887 ms,12/Jul/2021:13:57:39 +0000
/test/v1/citySelect,200,13131,466,19.1180064,19.1180064,City,1.0,search,10.493 ms,12/Jul/2021:13:57:44 +0000
/test/v1/citySelect,200,12820,466,19.1180064,19.1180064,,,,7.522 ms,12/Jul/2021:13:57:44 +0000
/test/v1/citySelect,200,12820,466,19.1180243,19.1180243,,,,11.637 ms,12/Jul/2021:13:57:46 +0000
/test/v1/citySelect,200,13131,466,19.1180243,19.1180243,City,1.0,search,34.797 ms,12/Jul/2021:13:57:46 +0000
/test/v1/citySelect,200,13131,466,19.1180064,19.1180064,City,1.0,search,6.763 ms,12/Jul/2021:13:57:46 +0000
/test/v1/citySelect,200,12820,466,19.1180064,19.1180064,,,,8.897 ms,12/Jul/2021:13:57:47 +0000
/test/v1/citySelect,200,12820,466,19.1180243,19.1180243,,,,8.396 ms,12/Jul/2021:13:57:47 +0000
/test/v1/citySelect,200,13131,466,19.1180243,19.1180243,City,1.0,search,7.995 ms,12/Jul/2021:13:57:47 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,7.119 ms,12/Jul/2021:14:17:46 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.518 ms,12/Jul/2021:14:18:27 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,9.560 ms,12/Jul/2021:14:20:14 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,7.631 ms,12/Jul/2021:15:11:46 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.473 ms,12/Jul/2021:15:11:56 +0000
/test/v1/privacy,200,14322,,,,,,,4.391 ms,12/Jul/2021:15:12:02 +0000
/test/v2/find_email_friends,200,254,,,,,,,84.245 ms,12/Jul/2021:15:12:05 +0000
/test/v1/search_user,200,10366,427,25.0859674,25.0859674,,,,104.625 ms,12/Jul/2021:15:12:05 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,12.332 ms,12/Jul/2021:16:23:48 +0000
/test/v1/citySelect,200,12820,466,19.1181701,19.1181701,,,,7.291 ms,12/Jul/2021:16:23:49 +0000
/test/v1/citySelect,200,13131,466,19.1181701,19.1181701,City,1.0,search,6.135 ms,12/Jul/2021:16:23:49 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.335 ms,12/Jul/2021:16:28:07 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,7.302 ms,12/Jul/2021:16:28:10 +0000
/test/v1/citySelect,200,3242,,19.1181701,19.1181701,,,,274.269 ms,12/Jul/2021:16:28:25 +0000
/test/v1/citySelect,200,12806,491,34.0522342,34.0522342,,,,10.332 ms,12/Jul/2021:16:28:26 +0000
/test/v1/citySelect,200,85,491,34.0522342,34.0522342,City,1.0,search,298.850 ms,12/Jul/2021:16:28:26 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,7.001 ms,12/Jul/2021:16:30:12 +0000
/test/v1/citySelect,200,2118,,34.0522342,34.0522342,,,,176.663 ms,12/Jul/2021:16:31:28 +0000
/test/v1/citySelect,200,2449,,34.0522342,34.0522342,,,,161.307 ms,12/Jul/2021:16:31:29 +0000
/test/v1/citySelect,200,13131,1351,-33.8674769,-33.8674769,,,,6.388 ms,12/Jul/2021:16:31:31 +0000
/test/v1/citySelect,200,84,1351,-33.8674769,-33.8674769,City,1.0,search,208.450 ms,12/Jul/2021:16:31:31 +0000
/test/v1/citySelect,200,13131,1351,-33.8674769,-33.8674769,City,1.0,search,11.029 ms,12/Jul/2021:16:31:38 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,8.171 ms,12/Jul/2021:16:36:32 +0000
/test/v1/citySelect,200,12812,427,25.2048493,25.2048493,,,,7.000 ms,12/Jul/2021:16:36:53 +0000
/test/v1/citySelect,200,79,427,25.2048493,25.2048493,City,1.0,search,246.332 ms,12/Jul/2021:16:36:54 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.804 ms,12/Jul/2021:16:37:03 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,5.546 ms,12/Jul/2021:16:53:15 +0000
/test/v1/citySelect,200,13131,427,25.2048493,25.2048493,City,1.0,search,5.399 ms,12/Jul/2021:16:53:17 +0000
/test/v1/citySelect,200,12440,424,51.5073509,51.5073509,,,,8.171 ms,12/Jul/2021:16:53:45 +0000
/test/v1/citySelect,200,79,424,51.5073509,51.5073509,City,1.0,search,256.059 ms,12/Jul/2021:16:53:46 +0000
/test/v1/citySelect,200,13131,424,51.5073509,51.5073509,City,1.0,search,6.155 ms,12/Jul/2021:16:54:23 +0000
/test/v1/systemNotiSettings,200,81,,,,,,,6.239 ms,12/Jul/2021:17:15:36 +0000
